EURUSD,GBPUSD,USDCHF,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPAUD,AUDCAD,AUDCHF,AUDJPY,AUDNZD,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,CHFJPY,GBPCHF,NZDCHF,CADCHF,CADJPY,GBPCAD,NZDCAD,GBPJPY,EURUSD,GBPNZD,XAUUSD
112580,129933,97053,111149,97709,74959,70322,174348,101022,72740,83317,106559,150169,151744,109268,86638,125134,160023,114506,126098,68238,71984,82454,175627,94790,144419,112580,187285,1233613
112385,129670,97183,111260,97844,74974,70388,174238,100924,72855,83415,106479,149880,151301,109224,86662,125041,159597,114467,126013,68394,72169,82635,175641,94765,144266,112385,187371,1233193
112176,129698,97246,111174,97851,75031,70377,174175,101028,72953,83413,106571,149489,151060,109093,86482,124714,159323,114310,126120,68427,72192,82549,175549,94778,144191,112176,187747,1234433
112335,129822,97184,111224,97863,75115,70424,174015,101140,72992,83543,106621,149536,151274,109179,86522,124946,159444,114427,126165,68430,72150,82585,175622,94840,144390,112335,187669,1233663
112252,129860,97191,111084,97962,74989,70403,173976,101017,72872,83299,106470,149667,151238,109108,86437,124700,159366,114276,126206,68421,72115,82438,175718,94859,144253,112252,187411,1231883
112284,129791,97147,111093,97975,74923,70242,173862,101018,72776,83231,106627,149847,151413,109089,86504,124742,159781,114338,126085,68228,72023,82374,175526,94726,144183,112284,187702,1229313
111965,129811,97401,111641,97974,74837,70115,173959,100963,72884,83544,106692,149592,151071,109063,86244,125002,159614,114604,126435,68280,72170,82731,175609,94607,144919,111965,187271,1227593
111919,129793,97442,111649,97951,74845,70095,174035,101086,72924,83562,106736,149513,151173,109063,86221,124961,159601,114563,126471,68290,72120,82649,175756,94685,144910,111919,187316,1228353
111960,129852,97433,111534,97915,74844,70161,173896,101056,72915,83473,106634,149572,151189,109095,86215,124878,159511,114454,126518,68347,72133,82584,175609,94749,144827,111960,187283,1228413
111846,129669,97525,111726,98003,74834,70134,173820,101156,72973,83607,106657,149437,151201,109083,86248,124967,159398,114543,126453,68390,72119,82635,175514,94821,144871,111846,187422,1227993
111823,129644,97582,111811,97969,74777,70030,173856,101056,72962,83606,106735,149526,151141,109126,86247,125038,159619,114563,126507,68304,72177,82717,175483,94654,144955,111823,187624,1228313
111825,129600,97580,111765,98048,74752,70076,173850,101020,72935,83557,106556,149513,151109,109108,86265,124983,159412,114513,126471,68339,72191,82701,175518,94687,144858,111825,187685,1228613
111843,129614,97583,111807,98076,74770,70114,173883,101024,72958,83597,106597,149544,151118,109164,86280,125051,159430,114536,126493,68405,72200,82729,175449,94751,144916,111843,187434,1229263
111873,129626,97547,111776,98028,74773,70160,173946,101032,72920,83575,106529,149593,151177,109140,86289,125045,159372,114555,126446,68428,72158,82699,175433,94817,144897,111873,187550,1227563
111785,129554,97618,111956,98045,74700,70061,173889,100989,72907,83629,106582,149626,151146,109141,86277,125154,159479,114656,126471,68378,72174,82787,175266,94733,145039,111785,187584,1227373
111864,129653,97533,111830,98085,74647,70074,173729,100884,72794,83477,106491,149833,151196,109123,86274,125098,159562,114629,126462,68328,72141,82727,175101,94716,144988,111864,187610,1234573
111852,129668,97567,111794,98058,74624,70131,173563,100848,72798,83424,106366,149864,151169,109149,86250,125051,159416,114556,126520,68408,72171,82708,175162,94794,144960,111852,187545,1232413
111851,129708,97563,111844,98029,74560,70092,173261,100865,72728,83389,106331,149995,151337,109146,86224,125104,159509,114608,126555,68368,72090,82653,175126,94841,145068,111851,187384,1231163
111803,129690,97628,111892,98008,74456,69990,173336,100750,72679,83308,106345,150140,151298,109172,86200,125102,159675,114580,126621,68313,72125,82672,175084,94717,145110,111803,187450,1230613
111795,129735,97598,111844,97905,74441,69933,173317,100756,72642,83260,106405,150156,151331,109131,86164,125041,159789,114568,126629,68239,72083,82615,175156,94670,145099,111795,187584,1230403
111779,129692,97645,111942,97840,74484,69956,173289,100825,72716,83378,106431,150046,151321,109165,86178,125130,159705,114616,126641,68290,72107,82678,175077,94708,145178,111779,187626,1231523
111774,129706,97570,111918,97761,74583,70082,172952,100910,72761,83471,106381,149839,151237,109077,86167,125097,159415,114678,126561,68363,72093,82706,174875,94832,145163,111774,187462,1229713
111756,129704,97583,111938,97790,74630,70116,173255,100841,72812,83538,106397,149726,151027,109074,86154,125103,159319,114685,126573,68407,72190,82822,175093,94762,145187,111756,187460,1229733
111852,129917,97542,111844,97774,74682,70153,173282,100862,72833,83524,106412,149753,151082,109124,86090,125103,159371,114634,126730,68417,72197,82794,175252,94765,145302,111852,187374,1231443
111761,129842,97693,111813,97807,74728,70262,173312,100914,72992,83553,106316,149537,150946,109206,86069,124967,158992,114427,126854,68628,72313,82776,175119,94903,145172,111761,187035,1230563
111907,129607,97625,111790,97812,74739,70279,172926,100946,72950,83546,106304,149713,151164,109270,86336,125104,159155,114479,126534,68593,72251,82749,174560,94935,144883,111907,186893,1232833
111873,129648,97700,111788,98036,74752,70321,172838,100954,73021,83563,106263,149635,151100,109319,86287,125066,159021,114395,126671,68688,72318,82757,174649,94985,144927,111873,187588,1233633
111976,129655,97638,111812,97833,74820,70339,172808,101026,73040,83654,106332,149648,151221,109350,86356,125207,159137,114489,126600,68658,72283,82789,174816,94992,144969,111976,187968,1232363
111865,129548,97662,111931,97851,74706,70281,173132,101009,72947,83618,106246,149702,151254,109277,86336,125215,159078,114579,126527,68625,72167,82736,174947,95028,145001,111865,187914,1230273
111837,129504,97634,112034,97816,74607,70093,173207,100284,72830,83581,106401,149882,150345,109210,86356,125298,159487,114718,126441,68418,72609,83329,175011,94232,145076,111837,188290,1229783
111742,129339,97691,112037,97862,74617,70101,173435,100381,72881,83599,106402,149736,150347,109182,86390,125196,159334,114658,126355,68466,72592,83261,175145,94323,144904,111742,188073,1228203
111772,129316,97707,112027,97983,74645,70185,173391,100518,72921,83620,106318,149720,150533,109232,86427,125221,159188,114627,126356,68558,72533,83172,175311,94527,144868,111772,188314,1227523
111866,129390,97602,111958,98062,74688,70221,173476,100424,72882,83618,106300,149734,150419,109207,86421,125247,159176,114650,126286,68529,72551,83235,175343,94433,144861,111866,187899,1227083
111969,129478,97529,111765,98089,74845,70285,173249,100500,72983,83648,106444,149581,150365,109220,86471,125147,159235,114567,126285,68534,72606,83214,175288,94398,144709,111969,187143,1226583
112146,129599,97392,111600,98167,74971,70449,173351,100578,73004,83665,106371,149564,150466,109241,86527,125161,159144,114561,126225,68601,72572,83170,175216,94524,144631,112146,186886,1228263
112184,129722,97274,111491,98096,75017,70438,173277,100567,72969,83631,106354,149460,150389,109174,86471,125075,159074,114538,126206,68522,72550,83151,175124,94448,144620,112184,186636,1227003
112134,129688,97355,111556,98211,74992,70427,173300,100530,73005,83658,106450,149493,150327,109178,86462,125095,159144,114581,126257,68561,72594,83199,175127,94426,144669,112134,186781,1226213
112169,129681,97337,111627,98195,74987,70427,173336,100531,72988,83704,106432,149571,150398,109183,86485,125214,159192,114659,126228,68543,72577,83242,175168,94433,144754,112169,186709,1226433
112303,129769,97243,111536,98190,74960,70425,173401,100523,72884,83606,106399,149794,150621,109206,86531,125266,159386,114686,126185,68473,72479,83148,175161,94466,144738,112303,186701,1227743
112227,129703,97306,111605,98160,74928,70400,173656,100470,72902,83620,106387,149768,150492,109202,86518,125256,159342,114682,126201,68492,72543,83217,175233,94415,144753,112227,186813,1227163
112233,129769,97298,111647,98108,74970,70422,173733,100498,72938,83700,106417,149679,150465,109202,86481,125309,159294,114734,126256,68512,72555,83268,175246,94417,144880,112233,186789,1228463
112388,129844,97190,111600,98135,75100,70414,173942,100607,72984,83813,106614,149628,150574,109230,86547,125432,159536,114810,126192,68426,72521,83289,175492,94345,144906,112388,186773,1228343
112385,129783,97214,111602,98139,75045,70397,174155,100555,72951,83750,106561,149736,150606,109255,86587,125427,159568,114787,126160,68427,72522,83269,175495,94344,144836,112385,186882,1227993
112406,129856,97203,111616,98115,75042,70415,174249,100496,72935,83757,106530,149770,150553,109265,86557,125465,159564,114813,126217,68437,72556,83328,175607,94315,144936,112406,186922,1227653
112432,129918,97190,111630,98138,75102,70534,174088,100531,72987,83835,106435,149688,150516,109277,86534,125513,159333,114838,126262,68542,72577,83375,175568,94430,145026,112432,187007,1226923
112295,129815,97240,111750,98178,74897,70345,173890,100382,72823,83694,106430,149914,150524,109195,86494,125494,159561,114902,126227,68392,72524,83356,175496,94294,145069,112295,187167,1227843
112429,129874,97114,111833,98220,74841,70273,173777,100291,72675,83694,106462,150202,150675,109185,86562,125737,159918,115144,126114,68235,72443,83435,175276,94186,145235,112429,186981,1226833
112417,129748,97090,111785,98446,74699,70266,173937,100292,72519,83500,106266,150478,150952,109149,86636,125670,159918,115122,125968,68212,72285,83239,175475,94357,145033,112417,187083,1224733
112245,129528,97252,111875,98614,74705,70264,173738,100333,72647,83576,106282,150233,150769,109163,86649,125580,159680,115024,125966,68323,72382,83280,175353,94384,144907,112245,186916,1225033
112167,129591,97251,111846,98468,74693,70250,173389,100277,72633,83538,106287,150151,150603,109082,86549,125456,159599,114994,126020,68309,72410,83291,175065,94328,144938,112167,186961,1225513
112136,129613,97231,111732,98593,74635,70273,173406,100263,72560,83390,106170,150229,150664,109034,86508,125295,159502,114902,126017,68319,72347,83152,175101,94422,144822,112136,186992,1223683
112023,129576,97251,111809,98542,74643,70292,173262,100329,72586,83457,106151,150057,150590,108948,86450,125257,159300,114955,126003,68351,72328,83167,175090,94494,144865,112023,187726,1221203
112138,129480,97173,111789,98546,74762,70463,173378,100248,72640,83571,106061,149974,150385,108969,86600,125362,159080,115028,125814,68461,72439,83347,175088,94500,144742,112138,188407,1220233
112128,129467,97215,111865,98605,74641,70420,173557,100307,72556,83496,105957,150201,150701,109007,86604,125435,159158,115054,125855,68448,72309,83221,174089,94651,144819,112128,188140,1218053
112171,129529,97197,111696,98694,74652,70406,173312,100442,72553,83380,105992,150239,150942,109029,86592,125293,159256,114903,125891,68423,72209,82994,174009,94746,144675,112171,187982,1217203
112175,129586,97182,111731,98657,74657,70397,173216,100510,72548,83414,106013,150232,151042,109015,86557,125339,159280,114958,125928,68401,72156,82972,174151,94791,144786,112175,187876,1217093
112078,129488,97255,111821,98649,74542,70284,173183,100397,72490,83351,106019,150332,150972,109001,86548,125332,159395,114965,125928,68345,72181,83005,173980,94678,144790,112078,188201,1216153
112043,129372,97303,111779,98633,74551,70215,172967,100538,72533,83330,106132,150274,151116,109023,86600,125245,159499,114865,125875,68310,72123,82867,173872,94708,144608,112043,187985,1216233
112106,129411,97275,111790,98628,74566,70252,172837,100490,72527,83355,106106,150324,151099,109053,86620,125327,159509,114907,125879,68325,72150,82934,173872,94694,144663,112106,188067,1219773
112101,129402,97278,111832,98579,74517,70221,172800,100483,72448,83337,106099,150382,151154,109009,86600,125384,159609,114934,125846,68280,72091,82927,173899,94682,144735,112101,187862,1221263
112087,129353,97278,111815,98675,74541,70159,172898,100532,72499,83348,106200,150345,151187,109057,86654,125337,159692,114914,125811,68252,72089,82881,173863,94639,144641,112087,187602,1223693
112124,129319,97272,111770,98645,74548,70196,172906,100505,72507,83319,106159,150381,151184,109071,86695,125323,159656,114881,125780,68269,72120,82880,173868,94654,144534,112124,187763,1223383
112098,129293,97314,111738,98680,74537,70157,173090,100490,72525,83284,106202,150376,151156,109086,86694,125258,159712,114805,125809,68262,72148,82855,174046,94604,144463,112098,187570,1223223
112054,129096,97315,111781,98641,74513,70236,173078,100449,72506,83285,106046,150369,151084,109049,86796,125263,159470,114850,125617,68339,72153,82894,173922,94703,144295,112054,187516,1221713
111882,128720,97428,111733,98690,74368,70170,173061,100284,72450,83092,105950,150417,150886,109007,86912,125012,159383,114667,125400,68356,72221,82837,173967,94636,143815,111882,187453,1221973
111987,128884,97341,111558,98604,74320,70207,172867,100230,72340,82910,105819,150659,151042,109012,86885,124935,159443,114591,125448,68329,72151,82701,173953,94698,143775,111987,187669,1222373
112009,128882,97391,111603,98589,74234,70071,172914,100123,72291,82846,105900,150868,151089,109087,86905,125012,159777,114580,125507,68233,72180,82727,173911,94524,143830,112009,187904,1222263
112000,128804,97374,111533,98583,74305,70168,173014,100208,72347,82874,105854,150709,151061,109058,86949,124920,159545,114526,125408,68315,72175,82683,173908,94644,143651,112000,187910,1222283
111946,128790,97396,111416,98636,74339,70235,172958,100219,72396,82824,105799,150564,150940,109032,86916,124730,159315,114378,125422,68398,72214,82623,173916,94703,143485,111946,187881,1221523
112109,128714,97289,111317,98580,74369,70398,173301,100115,72346,82784,105606,150727,150933,109065,87097,124801,159175,114409,125210,68478,72241,82673,173999,94785,143271,112109,188108,1222683
112184,128751,97173,111243,98432,74369,70425,173510,100099,72260,82728,105567,150827,151014,109015,87131,124800,159237,114467,125099,68422,72168,82632,174042,94801,143220,112184,188106,1223043
112237,128724,97031,111020,98442,74372,70427,173671,100169,72159,82569,105563,150894,151184,108907,87191,124609,159301,114405,124887,68328,72016,82413,174217,94866,142902,112237,188062,1223413
112171,128685,97036,110939,98181,74437,70445,173362,100171,72223,82577,105629,150675,150966,108849,87162,124443,159164,114316,124859,68349,72078,82418,173973,94815,142754,112171,187930,1224573
112214,128532,97013,110897,98223,74536,70544,173474,100195,72303,82657,105622,150529,150857,108865,87301,124449,159004,114298,124680,68428,72141,82480,173987,94844,142531,112214,188101,1223643
111908,128367,97300,110997,98170,74438,70569,173642,100228,72422,82621,105445,150318,150690,108888,87172,124216,158506,114062,124890,68655,72236,82418,174138,95034,142477,111908,188346,1223393
111800,128131,97337,111163,97945,74498,70624,173562,100282,72508,82813,105447,150051,150510,108826,87250,124285,158237,114189,124707,68733,72283,82564,174171,95083,142426,111800,188682,1223918
111674,127963,97581,111237,97982,74480,70514,173168,100271,72670,82849,105582,149918,150358,108973,87258,124229,158293,113982,124857,68801,72454,82608,173636,94946,142333,111674,188684,1220873
111845,127906,97373,111227,97879,74453,70467,173428,100116,72490,82810,105617,150202,150415,108908,87439,124406,158650,114216,124534,68607,72385,82697,173997,94772,142259,111845,188752,1221443
111685,127920,97527,111303,97773,74389,70536,173486,100070,72542,82794,105425,150118,150261,108926,87305,124313,158273,114110,124743,68781,72470,82720,174294,94904,142368,111685,188847,1220463
111771,127955,97450,111352,97781,74440,70603,173549,100206,72537,82888,105398,150130,150480,108924,87348,124464,158243,114251,124683,68793,72367,82703,174473,95059,142472,111771,188789,1219063
111764,128045,97402,111232,97775,74462,70645,173685,100159,72521,82821,105356,150073,150353,108863,87280,124320,158133,114183,124707,68803,72383,82674,174415,95045,142418,111764,188464,1217703
111758,128112,97456,111181,97779,74500,70713,173513,100170,72597,82826,105314,149995,150283,108917,87231,124257,157974,114070,124840,68906,72452,82670,174479,95096,142427,111758,188518,1219533
111707,128112,97476,111253,97833,74461,70666,173528,100205,72576,82840,105329,149998,150347,108890,87190,124281,158006,114120,124866,68875,72406,82651,174419,95116,142523,111707,188304,1218993
111733,127878,97316,111253,97830,74360,70460,173572,100017,72454,82827,105317,149978,150118,108652,87204,124328,158063,114086,124711,68614,72323,82662,174479,94714,142250,111733,188256,1218783
111759,128087,97454,111274,97881,74383,70545,173504,100029,72484,82771,105389,150174,150238,108912,87228,124362,158321,114097,124825,68727,72440,82714,174471,94816,142511,111759,188023,1217643
111822,128164,97436,111212,97806,74406,70565,173444,100040,72493,82745,105400,150264,150369,108958,87240,124364,158393,114114,124874,68744,72435,82687,174359,94895,142526,111822,187776,1218493
111759,128135,97491,111249,97656,74414,70491,173444,100094,72539,82779,105533,150155,150339,108953,87212,124334,158468,114099,124909,68713,72446,82685,174321,94831,142543,111759,187918,1219813
111721,128235,97474,111350,97808,74432,70420,173233,100115,72547,82880,105656,150075,150289,108899,87115,124406,158583,114221,124988,68632,72438,82763,174045,94736,142787,111721,187963,1220663
111671,128183,97527,111381,97762,74459,70446,173062,100217,72610,82933,105660,149950,150318,108911,87110,124381,158448,114188,125006,68694,72432,82734,173588,94831,142769,111671,187944,1219493
111635,128160,97546,111369,97768,74421,70575,173394,100160,72590,82881,105414,149980,150257,108901,87097,124334,158111,114156,125011,68835,72453,82733,173823,94995,142728,111635,187648,1219923
111643,128174,97550,111333,97785,74379,70639,173596,100118,72551,82807,105258,150080,150294,108912,87093,124301,157979,114112,125031,68898,72440,82688,173836,95098,142697,111643,187626,1221233
111633,128266,97555,111297,97872,74368,70665,173318,100106,72544,82767,105197,150088,150285,108905,87027,124247,157906,114072,125124,68930,72442,82664,173712,95136,142748,111633,187469,1221983
111651,128288,97537,111304,97815,74311,70604,173219,100030,72473,82710,105214,150224,150309,108903,87024,124274,158059,114099,125117,68855,72425,82666,173638,95053,142789,111651,187466,1221333
111708,128286,97479,111244,97761,74311,70631,173048,99999,72429,82666,105171,150303,150345,108893,87067,124274,158082,114107,125046,68841,72406,82646,173276,95065,142709,111708,187478,1221233
111784,128324,97442,111296,97764,74362,70633,173104,100028,72455,82760,105240,150306,150388,108925,87106,124414,158188,114202,125036,68817,72409,82717,173304,95030,142814,111784,187448,1221413
111831,128395,97386,111343,97878,74361,70645,173060,100053,72409,82794,105222,150368,150490,108909,87092,124521,158235,114316,125033,68788,72347,82729,173375,95069,142959,111831,187362,1222793
111870,128396,97372,111347,98033,74413,70700,172860,100048,72450,82854,105216,150312,150424,108929,87121,124564,158157,114338,125013,68831,72389,82796,173189,95073,142959,111870,187412,1223803
111835,128394,97357,111329,98052,74370,70701,172424,100017,72397,82795,105153,150357,150426,108883,87095,124511,158108,114336,124993,68824,72359,82761,172789,95100,142935,111835,187338,1221073
111867,128442,97386,111333,98206,74372,70810,172431,100053,72423,82800,104997,150390,150511,108944,87089,124548,157915,114306,125083,68950,72360,82737,172849,95278,142994,111867,186674,1223353
111847,128455,97461,111356,98065,74359,70800,171971,100035,72461,82799,104987,150398,150483,109008,87063,124551,157909,114245,125187,68993,72414,82754,172485,95261,143039,111847,186728,1224803
111712,128315,97605,111300,98165,74388,70772,171786,100000,72599,82790,105070,150154,150194,109039,87055,124339,157777,114017,125235,69069,72574,82771,172278,95158,142811,111712,186881,1223453
111759,128393,97642,111284,98251,74409,70746,171773,99990,72647,82803,105147,150173,150192,109123,87038,124375,157908,113959,125358,69066,72633,82796,172007,95077,142877,111759,186746,1224833
111793,128444,97538,111278,98519,74470,70622,171940,100034,72633,82867,105407,150094,150190,109043,87030,124402,158223,114070,125278,68876,72582,82818,172091,94883,142923,111793,186525,1223703
111735,128349,97624,111295,98478,74406,70500,171868,100007,72632,82810,105498,150144,150195,109086,87044,124361,158410,113990,125293,68817,72602,82785,172259,94773,142845,111735,186475,1224363
111704,128428,97652,111293,98516,74413,70562,171940,100043,72660,82815,105418,150093,150200,109083,86971,124326,158230,113952,125411,68898,72601,82760,172246,94888,142936,111704,186355,1223993
111703,128386,97642,111304,98570,74406,70611,171942,100049,72648,82816,105332,150101,150219,109076,86997,124330,158115,113974,125353,68938,72588,82756,172263,94960,142898,111703,186218,1224833
111712,128382,97645,111294,98471,74408,70567,172027,100105,72652,82811,105393,150099,150318,109089,87006,124334,158231,113962,125352,68895,72540,82694,172413,94955,142885,111712,186057,1225083
111627,128374,97745,111244,98474,74375,70549,171606,100017,72673,82754,105349,150008,150122,109089,86941,124189,158137,113765,125472,68913,72599,82682,171873,94846,142791,111627,185942,1224923
111515,128336,97818,111265,98513,74374,70522,172124,100069,72746,82756,105411,149910,150083,109089,86869,124092,158034,113729,125533,68970,72655,82657,172266,94885,142796,111515,185930,1224633
111382,128232,97858,111226,98492,74386,70504,172218,100184,72788,82737,105470,149710,150017,108994,86846,123885,157904,113641,125479,68982,72627,82567,172326,94971,142627,111382,185864,1225543
111286,128137,97919,111185,98510,74386,70496,172155,100206,72831,82703,105481,149583,149936,108973,86841,123739,157798,113534,125464,69018,72654,82514,172368,94980,142468,111286,185829,1226603
111331,128037,97865,110977,98526,74230,70413,172254,99988,72641,82377,105385,149958,149979,108953,86944,123561,158043,113384,125298,68898,72623,82371,172495,94860,142091,111331,185842,1226713
111231,128038,97889,110815,98525,74269,70393,172120,100050,72695,82297,105469,149746,149864,108887,86865,123266,157944,113188,125332,68899,72635,82239,172537,94847,141881,111231,185836,1226643
111289,128148,97857,110838,98490,74266,70466,172182,100049,72670,82314,105355,149828,149946,108905,86837,123352,157867,113252,125398,68948,72607,82254,172493,94947,142036,111289,185705,1226713
111252,128136,97892,110937,98598,74237,70462,172297,100027,72665,82355,105315,149836,149917,108908,86818,123425,157815,113313,125427,68969,72622,82317,172543,94959,142150,111252,185433,1227633
111271,128129,97876,110887,98631,74229,70471,172443,100012,72648,82307,105299,149881,149939,108910,86836,123390,157835,113276,125405,68962,72612,82279,172666,94963,142074,111271,185553,1228403
111158,128113,97966,110912,98730,74375,70511,172604,100222,72859,82489,105439,149430,149802,108903,86757,123291,157565,113199,125498,69068,72670,82288,172695,95031,142089,111158,185391,1228893
111307,128281,97929,110837,98690,74368,70581,172609,100166,72818,82427,105336,149646,149936,108998,86760,123371,157626,113162,125616,69106,72674,82267,172648,95080,142176,111307,185193,1229193
111403,128599,97855,111077,98714,74462,70586,172542,100258,72859,82710,105451,149586,150015,109015,86629,123747,157752,113498,125825,69063,72647,82476,172629,95054,142831,111403,185210,1228773
111397,128488,97773,110985,98709,74517,70617,172643,100338,72850,82696,105480,149472,150015,108914,86694,123635,157671,113502,125618,69035,72581,82404,172770,95103,142598,111397,185105,1228153
111644,128566,97641,111067,98848,74449,70591,172521,100296,72686,82688,105427,149944,150426,109012,86834,124005,158086,113737,125527,68918,72449,82425,172642,95117,142789,111644,184734,1231333
111535,128611,97705,110984,99014,74459,70670,172616,100221,72743,82635,105329,149774,150141,108977,86717,123790,157766,113577,125650,69036,72560,82438,172687,95130,142727,111535,184395,1229673
111737,128649,97555,110939,99063,74508,70728,172677,100304,72680,82657,105311,149947,150436,109007,86847,123967,157914,113703,125498,68987,72438,82390,172804,95224,142720,111737,184704,1230543
111619,128599,97640,111117,99300,74462,70667,172730,100431,72700,82738,105335,149876,150563,108988,86792,124032,157877,113786,125557,68993,72364,82368,172822,95331,142889,111619,184805,1229373
111911,128676,97450,111027,99322,74587,70797,172470,100551,72680,82810,105306,150010,150877,109050,86956,124249,157984,113917,125386,68985,72255,82334,172506,95463,142859,111911,184718,1227143
111771,128609,97509,110971,99314,74563,70851,172524,100401,72699,82741,105201,149879,150516,108988,86899,124035,157689,113793,125398,69076,72388,82395,172543,95418,142715,111771,184170,1227863
111823,128565,97433,110679,99339,74633,70935,172451,100461,72710,82601,105181,149810,150538,108952,86970,123767,157577,113586,125259,69100,72354,82206,172548,95495,142292,111823,184241,1227883
111740,128433,97535,110787,99304,74625,70924,172470,100473,72778,82672,105177,149716,150463,108990,86995,123800,157482,113573,125262,69168,72414,82266,172520,95509,142284,111740,184299,1227703
111803,128495,97509,110804,99350,74645,70951,172560,100406,72781,82709,105166,149757,150400,109017,87001,123883,157504,113625,125288,69173,72463,82357,172677,95454,142377,111803,184388,1228483
111882,128585,97427,110782,99437,74646,70985,172514,100494,72717,82692,105116,149863,150641,109004,87005,123950,157540,113693,125269,69148,72338,82268,172640,95582,142444,111882,184717,1229153
111882,128573,97463,110757,99426,74643,70935,172499,100454,72744,82672,105188,149866,150584,109042,87010,123921,157661,113626,125305,69121,72393,82281,172728,95480,142401,111882,185081,1229713
111855,128566,97455,110829,99382,74636,70910,172481,100445,72729,82731,105140,149803,150524,108999,86979,123966,157576,113723,125301,69090,72399,82354,172663,95412,142524,111855,185114,1228163
111790,127975,97521,110843,99318,74617,70947,172508,100479,72760,82698,105124,149785,150529,109050,87331,123915,157468,113638,124801,69180,72389,82290,172708,95561,141841,111790,185030,1229583
111730,128059,97563,110862,99283,74593,70870,172347,100462,72769,82691,105211,149774,150509,109015,87238,123869,157584,113610,124937,69133,72405,82287,172709,95471,141968,111730,184830,1229643
111725,128080,97570,110833,99278,74575,70838,172233,100439,72757,82652,105234,149796,150493,109008,87222,123830,157646,113579,124960,69107,72414,82273,172632,95420,141952,111725,185082,1229923
111707,128179,97576,110949,99215,74692,70930,172452,100479,72874,82870,105260,149531,150295,109002,87141,123945,157407,113691,125062,69197,72500,82451,172477,95423,142213,111707,184736,1230943
111745,128188,97570,110952,99208,74608,70989,172373,100376,72790,82778,105062,149757,150354,109033,87165,123991,157338,113701,125067,69255,72491,82448,172499,95526,142223,111745,184774,1231873
111753,128273,97547,111106,99281,74498,70857,172523,100249,72664,82769,105099,149988,150403,109010,87114,124167,157644,113887,125122,69109,72458,82545,172653,95367,142516,111753,184692,1231663
111760,128204,97542,111080,99401,74504,70877,172573,100266,72666,82758,105080,149985,150422,109014,87167,124148,157617,113864,125047,69122,72449,82519,172656,95399,142407,111760,184848,1230113
111724,128106,97565,111011,99356,74509,70846,172584,100261,72686,82712,105129,149931,150359,109005,87203,124028,157625,113767,124981,69111,72470,82475,172647,95353,142211,111724,184959,1229973
111674,128013,97556,110883,99271,74495,70839,172210,100174,72665,82600,105121,149887,150193,108945,87231,123823,157568,113637,124872,69097,72512,82436,172640,95276,141943,111674,184837,1232213
111878,128121,97513,111001,99306,74503,70971,172457,100184,72643,82695,104936,150143,150461,109097,87315,124188,157569,113816,124926,69196,72487,82526,172793,95450,142211,111878,184998,1231493
111846,128099,97487,110942,99388,74500,70947,172671,100179,72622,82650,104967,150105,150414,109036,87307,124089,157581,113789,124871,69157,72467,82486,173160,95418,142108,111846,185239,1232483
111739,127804,97445,110827,99580,74477,70963,172408,100153,72562,82538,104917,150004,150279,108879,87420,123846,157386,113736,124533,69139,72431,82395,173021,95450,141637,111739,185453,1236163
111902,128204,97275,110784,99493,74556,71083,172664,100238,72519,82594,104851,150067,150461,108853,87274,123972,157360,113872,124704,69136,72324,82381,173217,95584,142025,111902,185333,1233043
112125,128358,97097,110797,99314,74608,71139,172699,100285,72434,82659,104838,150264,150728,108872,87346,124233,157538,114096,124624,69065,72205,82406,173120,95637,142208,112125,185020,1234043
112212,128410,97106,110906,99374,74502,71002,172638,100314,72342,82625,104890,150596,151110,108968,87378,124453,157976,114196,124690,68940,72093,82349,173200,95619,142409,112212,184929,1233703
112219,128438,97110,110855,99375,74526,71081,172671,100269,72368,82615,104808,150555,150996,108978,87364,124404,157806,114142,124720,69017,72151,82377,173454,95648,142376,112219,185130,1231573
112330,128645,96976,110667,99454,74356,70975,172474,100245,72100,82284,104725,151052,151459,108937,87308,124311,158193,114099,124751,68819,71901,82063,173474,95704,142363,112330,184735,1229763
112455,129104,96745,110535,99375,74447,70981,172461,100520,72018,82288,104847,151027,151850,108795,87099,124306,158358,114238,124895,68660,71625,81846,173184,95854,142699,112455,184363,1230823
112366,129032,96843,110709,99246,74361,70988,172243,100360,72007,82323,104712,151087,151667,108819,87074,124401,158221,114306,124955,68737,71728,82011,173069,95822,142847,112366,184312,1230963
112366,128891,96802,110662,99206,74357,70964,172081,100466,71973,82282,104743,151096,151837,108774,87171,124348,158274,114303,124764,68687,71618,81885,172934,95899,142631,112366,184287,1230083
112387,128905,96799,110591,99224,74357,71001,172116,100503,71972,82230,104686,151127,151925,108792,87180,124296,158219,114231,124771,68719,71588,81801,172851,95980,142554,112387,184263,1230983
112453,128929,96731,110542,99234,74341,70978,172233,100382,71900,82171,104689,151255,151860,108780,87215,124311,158358,114264,124708,68651,71607,81847,173125,95859,142519,112453,184700,1231383
112333,128839,96853,110743,99203,74301,70840,172223,100340,71953,82281,104842,151172,151714,108798,87181,124403,158534,114327,124777,68587,71690,81986,173044,95676,142675,112333,184448,1230973
112430,128878,96755,110777,99229,74295,70807,172215,100289,71874,82300,104849,151298,151778,108784,87213,124548,158636,114422,124696,68514,71663,82044,173025,95570,142753,112430,184201,1234513
