EURUSD,GBPUSD,USDCHF,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPAUD,AUDCAD,AUDCHF,AUDJPY,AUDNZD,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,CHFJPY,GBPCHF,NZDCHF,CADCHF,CADJPY,GBPCAD,NZDCAD,GBPJPY,GBPNZD,NZDJPY
111937,129495,96295,109318,134848,75573,71972,171770,101937,72876,82768,104943,149028,151891,108541,86997,123244,156551,113432,124737,69294,71332,81007,173862,97116,141680,180622,78720
111931,129545,96295,109241,134934,75557,72017,171624,102007,72891,82655,104928,149166,152094,108542,86972,123206,156515,113455,124823,69339,71346,80938,173792,97196,141610,180767,78684
111962,129544,96323,109296,134957,75595,72007,171683,101958,72814,82595,104883,149151,152181,108589,86947,123227,156424,113481,124771,69350,71320,80969,173558,97195,141611,180706,78680
111973,129635,96316,109314,134970,75552,71977,171687,101965,72750,82578,104904,149129,152089,108542,87005,123191,156456,113434,124785,69318,71379,80963,173535,97180,141577,180803,78707
111952,129541,96366,109322,135010,75535,71980,171437,101965,72787,82574,104931,149132,152104,108512,86981,123164,156398,113425,124858,69354,71402,80993,173640,97155,141626,180713,78687
111963,129562,96378,109329,134968,75557,71958,171377,101954,72767,82567,104973,149046,152003,108531,86982,123159,156368,113408,124874,69340,71421,81013,173601,97107,141655,180694,78695
111940,129577,96418,109356,134944,75563,71958,171519,101955,72745,82599,104956,148947,151892,108487,86950,123129,156314,113415,124965,69370,71424,81020,173602,97122,141656,180687,78679
111922,129573,96419,109367,134961,75554,71949,171455,101930,72805,82611,104952,148922,151867,108501,86909,123070,156326,113398,124964,69361,71432,81033,173585,97104,141738,180702,78697
111932,129615,96425,109356,134960,75538,71960,171463,101952,72819,82619,104960,148940,151856,108496,86866,123063,156267,113430,124978,69381,71418,81024,173618,97116,141747,180817,78694
111928,129612,96416,109379,134953,75558,71968,171442,101979,72840,82611,104968,148871,151819,108482,86812,123066,156298,113417,124942,69379,71386,81033,173564,97136,141738,180831,78700
111922,129617,96417,109367,134967,75569,71962,171457,102005,72826,82624,104953,148892,151878,108501,86806,123027,156330,113424,124947,69376,71383,80990,173625,97172,141744,180727,78723
111932,129593,96479,109444,135028,75554,71938,171437,102023,72850,82654,104933,148940,151961,108516,86789,123090,156275,113396,124986,69398,71421,80989,173531,97209,141730,180721,78709
111943,129596,96504,109442,135123,75515,71941,171459,101991,72855,82628,104928,148919,151969,108513,86829,123090,156282,113380,124998,69412,71405,81012,173540,97182,141785,180676,78738
111942,129553,96514,109440,135082,75514,71939,171417,101989,72841,82644,104896,148934,151932,108544,86836,123096,156247,113387,125003,69421,71413,80983,173425,97213,141765,180701,78740
111932,129537,96518,109451,135128,75487,71928,171499,101991,72849,82640,104916,148949,151949,108532,86808,123101,156275,113405,124966,69414,71445,80997,173398,97193,141749,180701,78738
111922,129523,96583,109543,135123,75489,71910,171482,101987,72866,82610,104915,148949,151950,108544,86824,123072,156182,113419,124963,69441,71443,81046,173475,97190,141718,180642,78732
111919,129482,96564,109534,135151,75473,71940,171545,102005,72847,82621,104904,148858,151847,108521,86813,123086,156135,113377,124952,69458,71460,81054,173501,97212,141736,180735,78779
111914,129392,96612,109548,135125,75497,71930,171628,101982,72853,82671,104874,148828,151838,108511,86846,123085,156127,113385,124962,69484,71499,81043,173518,97226,141737,180756,78804
111897,129403,96639,109587,135162,75462,71921,171681,101943,72886,82694,104876,148864,151853,108547,86830,123091,156074,113387,124908,69494,71484,81094,173446,97187,141698,180803,78806
111890,129350,96619,109567,135126,75454,71937,171622,101970,72898,82665,104877,148809,151737,108524,86830,123082,156041,113401,124857,69496,71444,81078,173399,97211,141647,180770,78823
111888,129262,96576,109532,135127,75473,71937,171575,101984,72898,82686,104878,148776,151747,108506,86851,123068,156140,113392,124805,69467,71451,81043,173469,97221,141590,180849,78826
111891,129232,96576,109522,135142,75474,71937,171555,101990,72911,82692,104898,148871,151854,108526,86870,123049,156152,113378,124730,69467,71426,81041,173481,97209,141550,180946,78801
111903,129236,96582,109515,135129,75486,71927,171599,102025,72915,82664,104903,148857,151854,108536,86890,123086,156203,113391,124676,69458,71372,81006,173381,97234,141450,181043,78794
111914,129160,96541,109482,135181,75484,71939,171627,102044,72885,82671,104874,148892,151942,108561,86942,123086,156252,113389,124672,69440,71382,80954,173398,97282,141375,181042,78778
111906,129094,96568,109509,135227,75472,71938,171577,102057,72894,82663,104874,148981,152065,108567,87004,123101,156253,113426,124698,69460,71355,80964,173348,97296,141388,181040,78764
111904,129145,96505,109475,135246,75472,71967,171547,102041,72896,82625,104843,148981,152082,108598,87063,123121,156284,113467,124685,69444,71316,80963,173337,97309,141413,181404,78786
111920,129141,96441,109441,135209,75478,71975,171489,102039,72855,82647,104836,149057,152133,108591,87068,123151,156365,113427,124639,69405,71303,80943,173334,97312,141444,181325,78792
111931,129207,96418,109378,135197,75484,71998,171480,102075,72874,82628,104850,149147,152221,108588,87074,123186,156351,113456,124623,69410,71321,80901,173329,97335,141444,181202,78777
111919,129244,96398,109383,135187,75516,71996,171490,102045,72835,82608,104869,149110,152236,108582,87079,123229,156391,113494,124598,69395,71305,80943,173329,97287,141376,181212,78755
111921,129258,96393,109415,135125,75528,71995,171459,102062,72790,82595,104870,149124,152205,108590,87111,123179,156405,113489,124655,69388,71290,80953,173363,97303,141385,181189,78758
111942,129262,96351,109359,135151,75529,72017,171472,102077,72805,82614,104876,149135,152246,108587,87119,123218,156428,113489,124710,69383,71315,80928,173360,97312,141497,181177,78780
111871,129325,96377,109391,135119,75556,72017,171513,102077,72802,82636,104884,149148,152280,108592,87137,123259,156370,113484,124793,69399,71311,80963,173389,97303,141548,181371,78764
111863,129440,96362,109369,135106,75563,72017,171470,102086,72796,82626,104904,149079,152212,108581,87098,123253,156421,113515,124825,69386,71334,80953,173360,97293,141649,181444,78786
111872,129490,96390,109431,135092,75577,71988,171525,102028,72793,82656,104893,149098,152243,108600,87067,123247,156420,113512,124829,69379,71330,80999,173365,97249,141676,181499,78771
111872,129543,96380,109414,135087,75536,72011,171542,102076,72818,82656,104912,149115,152173,108585,86998,123262,156395,113526,124895,69392,71343,80992,173264,97275,141722,181582,78781
111873,129513,96388,109439,135082,75577,71987,171565,102021,72821,82657,104899,149062,152193,108594,86992,123278,156384,113542,124879,69379,71342,81015,173253,97238,141790,181516,78796
111854,129593,96395,109460,135071,75543,71977,171485,102017,72802,82690,104903,149068,152122,108559,86976,123282,156418,113551,124918,69373,71325,81026,173293,97231,141788,181625,78790
111870,129562,96370,109442,135079,75533,71988,171451,102045,72833,82672,104908,149099,152145,108575,86935,123260,156434,113542,124901,69366,71337,81013,173360,97248,141852,181695,78792
111904,129595,96384,109449,135080,75555,71997,171482,102041,72807,82677,104897,149104,152185,108577,86922,123293,156404,113577,124909,69386,71315,81021,173309,97253,141845,181541,78792
111904,129612,96384,109484,135074,75551,71978,171496,102034,72804,82684,104891,149092,152167,108584,86907,123308,156460,113645,124899,69367,71329,81023,173318,97257,141843,181831,78807
111910,129601,96397,109565,135116,75526,71979,171457,102036,72804,82688,104897,149155,152226,108596,86918,123308,156434,113672,124890,69375,71299,81086,173342,97253,141877,182003,78811
111914,129591,96384,109576,135107,75532,71967,171459,102053,72813,82686,104898,149121,152195,108592,86919,123355,156467,113804,124847,69357,71348,81073,173313,97267,141953,181956,78869
111937,129565,96463,109793,135147,75521,71927,171512,102015,72788,82756,104903,149151,152249,108583,86932,123427,156458,113793,124918,69373,71338,81219,173377,97227,141938,181839,78867
112014,129538,96447,109763,135168,75483,71918,171550,102007,72804,82751,104915,149137,152176,108604,86938,123449,156513,113781,124883,69353,71356,81201,173402,97213,142182,181799,78978
111990,129503,96445,109748,135161,75482,71937,171582,101997,72785,82871,104904,149171,152202,108611,86962,123613,156491,113840,124881,69369,71373,81213,173453,97208,142129,181737,78947
111983,129492,96469,109833,135123,75494,71925,171559,101976,72807,82848,104897,149163,152179,108623,86931,123607,156456,113859,124926,69377,71349,81275,173414,97193,142109,181764,78958
112023,129490,96457,109840,135127,75477,71907,171573,101969,72792,82852,104895,149139,152124,108610,86958,123609,156505,113795,124911,69351,71406,81263,173430,97196,142234,181773,79006
112020,129502,96539,109872,135155,75456,71887,171556,101984,72805,82897,104930,149191,152164,108601,86969,123657,156460,113787,124961,69390,71399,81280,173380,97169,142241,181699,78989
112040,129503,96520,109839,135163,75465,71878,171611,101982,72806,82879,104956,149098,152087,108634,86928,123669,156525,113776,124971,69367,71394,81267,173372,97143,142219,181716,78990
112052,129445,96516,109826,135147,75472,71876,171600,101976,72777,82909,104947,149121,152112,108641,86932,123638,156528,113781,124986,69363,71403,81254,173350,97146,142222,181666,78958
112049,129485,96517,109832,135152,75462,71888,171583,101991,72845,82895,104960,149138,152116,108635,86923,123637,156515,113781,124997,69379,71422,81268,173367,97151,142223,181693,78946
112009,129503,96524,109839,135137,75483,71890,171547,101950,72839,82873,104937,149111,152112,108647,86920,123620,156494,113790,124991,69382,71361,81287,173371,97135,142244,181716,78963
112019,129513,96511,109838,135113,75466,71892,171589,102011,72825,82903,104918,149123,152066,108642,86907,123638,156466,113745,124993,69379,71378,81227,173425,97209,142234,181732,78970
112003,129497,96522,109803,135209,75457,71883,171607,101978,72849,82890,104909,149113,152151,108610,86908,123629,156495,113746,124984,69363,71382,81212,173486,97177,142254,181671,78970
111950,129516,96517,109798,135191,75444,71879,171645,101975,72838,82878,104922,149136,152128,108617,86907,123604,156534,113757,124971,69353,71387,81219,173466,97162,142185,181597,78930
111949,129492,96527,109821,135179,75447,71863,171728,101959,72820,82837,104922,149152,152136,108628,86882,123565,156544,113740,124973,69349,71383,81232,173433,97145,142169,181603,78920
111993,129487,96529,109804,135181,75434,71876,171745,102017,72814,82837,104964,149164,152123,108630,86893,123579,156541,113753,124982,69353,71370,81216,173427,97162,142186,181606,78921
111944,129475,96499,109782,135187,75475,71887,171766,102018,72814,82838,104958,149102,152145,108639,86910,123590,156506,113762,124962,69349,71356,81211,173416,97171,142175,181564,78921
111888,129484,96498,109789,135170,75483,71885,171733,102021,72807,82868,104945,149079,152123,108604,86910,123584,156516,113787,124960,69346,71361,81203,173457,97186,142169,181505,78920
111894,129504,96497,109814,135199,75472,71883,171716,102009,72844,82865,104938,149110,152158,108606,86911,123560,156513,113830,125012,69345,71336,81223,173491,97175,142174,181552,78921
111903,129501,96465,109820,135189,75466,71893,171707,102006,72833,82855,104920,149108,152138,108601,86897,123567,156551,113840,124982,69331,71329,81224,173475,97191,142267,181460,78938
111826,129555,96451,109814,135191,75463,71925,171781,102028,72820,82871,104905,149173,152202,108609,86901,123591,156515,113851,124989,69353,71338,81226,173451,97228,142281,181507,78952
111834,129565,96443,109814,135183,75484,71913,171766,102031,72817,82870,104945,149161,152223,108615,86861,123643,156551,113888,124999,69335,71317,81243,173423,97193,142309,181536,78984
111838,129595,96408,109811,135154,75505,71920,171752,102014,72790,82890,104927,149138,152206,108615,86888,123664,156585,113902,124974,69316,71310,81246,173422,97194,142332,181584,78971
111833,129616,96378,109791,135146,75496,71959,171746,101996,72799,82910,104878,149196,152239,108608,86887,123673,156531,113912,124938,69330,71317,81253,173445,97224,142349,181584,78976
111855,129634,96386,109808,135118,75497,71964,171803,102005,72810,82900,104879,149217,152237,108595,86879,123708,156507,113885,124924,69342,71323,81263,173471,97232,142324,181533,79004
111833,129637,96400,109799,135116,75505,71953,171854,101999,72778,82887,104878,149187,152218,108591,86891,123707,156484,113901,124926,69344,71325,81249,173497,97220,142324,181554,79022
111848,129613,96404,109819,135127,75498,71963,171864,102014,72757,82910,104878,149171,152191,108581,86907,123714,156459,113894,124940,69355,71324,81264,173493,97234,142291,181552,79004
111858,129595,96403,109812,135126,75504,71961,171895,102024,72772,82889,104889,149142,152181,108578,86914,123673,156477,113888,124918,69353,71322,81258,173440,97231,142326,181532,79030
111839,129604,96404,109804,135126,75513,71953,171898,102023,72771,82917,104901,149140,152196,108590,86905,123688,156466,113882,124915,69343,71326,81253,173456,97234,142293,181492,79022
111834,129582,96412,109808,135129,75510,71953,171846,102043,72784,82919,104915,149115,152172,108566,86892,123693,156483,113873,124910,69348,71340,81250,173475,97229,142283,181461,79007
111859,129582,96421,109808,135136,75523,71960,171877,102029,72790,82913,104905,149111,152199,108590,86914,123661,156461,113845,124931,69359,71381,81261,173541,97222,142268,181413,79010
111819,129564,96430,109797,135114,75524,71948,171902,101985,72788,82928,104927,149110,152170,108596,86898,123681,156487,113878,124943,69355,71363,81289,173582,97166,142280,181533,79019
111800,129573,96419,109816,135058,75521,71968,171888,102000,72805,82928,104890,149112,152106,108609,86926,123677,156478,113873,124942,69369,71372,81293,173666,97202,142259,181559,78996
111808,129572,96420,109812,135076,75521,71963,171881,101986,72812,82918,104898,149147,152162,108620,86912,123668,156493,113849,124963,69362,71384,81298,173677,97186,142301,181545,79032
111775,129589,96438,109809,135059,75521,71970,171940,101987,72820,82935,104888,149143,152145,108621,86920,123717,156388,113816,124996,69379,71386,81294,173662,97194,142319,181497,79024
111774,129607,96462,109815,135061,75522,71959,171954,101975,72809,82930,104875,149058,152060,108584,86928,123711,156376,113764,125005,69333,71297,81279,173686,97111,142325,181458,79030
111770,129616,96505,109820,135086,75497,71910,171926,101984,72812,82928,104892,149059,152045,108579,86909,123644,156417,113870,124983,69276,71309,81281,173565,97142,142303,181512,79018
111788,129601,96368,109823,135094,75496,71900,171991,101958,72826,82905,104906,149086,152112,108578,86857,123610,156413,113736,124868,69276,71382,81285,173639,97117,142286,181525,78980
111816,129580,96464,109816,135090,75495,71929,171856,101964,72819,82909,104936,149092,152076,108528,86846,123658,156419,113900,125080,69360,71298,81293,173579,97152,142337,181497,78978
