EURUSD,GBPUSD,USDCHF,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPAUD,AUDCAD,AUDCHF,AUDJPY,AUDNZD,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,CHFJPY,GBPCHF,NZDCHF,CADCHF,CADJPY,GBPCAD,NZDCAD,GBPJPY,GBPNZD,NZDJPY
111863,129074,96235,109469,134531,75032,71719,172522,100902,72210,82127,104538,150217,151652,108478,87332,123367,157100,113784,124153,69001,71530,81349,173992,96453,141312,180437,78549
111955,129075,96239,109521,134552,75001,71747,172567,100923,72211,82146,104554,150268,151664,108477,87327,123428,157047,113820,124198,69022,71530,81414,173947,96484,141231,180469,78517
111873,129017,96254,109572,134509,75041,71769,172570,100949,72197,82101,104531,150199,151628,108490,87329,123397,156968,113813,124174,69030,71525,81441,173971,96511,141339,180515,78585
111914,129056,96247,109559,134526,75052,71769,172533,100915,72171,82181,104497,150147,151614,108484,87360,123464,156972,113774,124174,69030,71530,81433,173938,96513,141358,180599,78646
111890,129011,96260,109534,134525,75026,71778,172511,100915,72212,82233,104481,150204,151620,108482,87340,123499,156923,113775,124177,69022,71538,81410,173982,96513,141348,180616,78636
111947,129018,96259,109535,134534,75022,71826,172506,100910,72234,82197,104410,150185,151601,108475,87351,123488,156824,113769,124210,69007,71541,81418,174051,96503,141303,180642,78629
111937,129007,96270,109541,134517,75026,71836,172516,100879,72204,82171,104334,150185,151590,108480,87351,123437,156694,113752,124218,69040,71593,81417,174022,96511,141346,180693,78681
111982,129045,96274,109531,134524,75006,71738,172559,101168,72209,82177,104874,150181,151582,108482,87343,123443,157017,113783,124211,69070,71585,81464,174055,96552,141347,180596,78693
111993,129043,96266,109547,134436,75263,71747,172453,101220,72213,82155,104912,149707,151487,108490,87322,123438,157007,113725,124211,69068,71584,81475,174079,96551,141314,180593,78579
112035,129028,96283,109513,134440,75302,71732,173070,101303,72193,82437,105002,149645,151511,108493,87316,123428,157025,113730,124222,69089,71574,81435,174068,96572,141351,180689,78604
112014,129037,96273,109504,134467,75348,71762,173196,101328,72452,82486,104978,149531,151519,108499,87329,123464,156979,113721,124207,69129,71582,81426,174050,96621,141293,180688,78557
112056,129023,96260,109483,134468,75365,71797,173232,101383,72483,82512,105011,149521,151544,108504,87332,123409,156920,113737,124195,69144,71582,81427,174097,96643,141281,180636,78587
112066,129023,96275,109518,134439,75423,71799,173163,101340,72542,82525,104948,149416,151527,108499,87329,123416,156880,113723,124202,69053,71587,81441,174017,96443,141258,180662,78612
111995,129027,96284,109512,134460,75379,71806,173212,101360,72549,82572,104956,149476,151520,108494,87341,123403,156846,113721,124210,69059,71576,81435,174059,96461,141289,180627,78637
111993,129015,96280,109504,134465,75393,71789,173058,101364,72595,82551,104971,149430,151502,108492,87347,123420,156878,113723,124194,69054,71583,81423,174064,96454,141275,180645,78641
112018,129008,96284,109515,134476,75387,71791,173044,101389,72567,82560,105002,149436,151510,108481,87339,123396,156870,113693,124202,69079,71576,81431,174073,96501,141260,180613,78618
111990,129000,96277,109475,134473,75407,71799,173037,101413,72584,82551,105013,149389,151500,108481,87333,123385,156859,113705,124197,69103,71577,81402,174006,96529,141268,180609,78624
112021,128998,96285,109494,134472,75425,71835,173065,101404,72576,82578,104944,149357,151505,108478,87333,123388,156765,113708,124194,69119,71560,81412,174012,96545,141225,180608,78606
112008,129006,96278,109489,134480,75415,71841,172983,101416,72600,82571,104929,149366,151500,108475,87330,123351,156755,113712,124186,69129,71563,81394,173956,96553,141237,180654,78660
111996,128995,96289,109506,134502,75412,71810,172985,101419,72612,82572,104978,149378,151535,108473,87329,123357,156812,113685,124200,69109,71568,81401,173992,96541,141230,180687,78663
111986,128993,96292,109484,134513,75409,71784,173016,101396,72607,82565,104991,149365,151525,108473,87328,123360,156858,113721,124204,69113,71572,81387,173998,96540,141252,180737,78639
111992,128991,96284,109512,134508,75392,71789,173071,101395,72598,82574,104991,149390,151515,108473,87333,123362,156849,113722,124221,69117,71581,81415,174006,96551,141224,180718,78596
111987,128993,96287,109514,134492,75402,71799,173052,101356,72604,82541,104947,149377,151501,108465,87322,123334,156813,113705,124206,69156,71584,81429,173978,96608,141286,180691,78621
112011,129020,96302,109514,134474,75385,71799,173022,101355,72592,82571,104940,149406,151470,108460,87319,123367,156785,113672,124199,69156,71573,81420,174018,96631,141271,180745,78636
111983,129001,96285,109464,134491,75374,71799,172901,101364,72594,82552,104949,149395,151459,108455,87303,123365,156827,113680,124189,69131,71573,81382,173945,96590,141240,180724,78635
111959,128975,96285,109474,134490,75382,71788,172947,101330,72577,82540,104930,149416,151496,108464,87310,123339,156849,113701,124203,69109,71573,81389,173959,96555,141191,180744,78599
111971,128988,96286,109492,134491,75354,71793,172890,101356,72581,82512,104951,149473,151503,108468,87310,123313,156840,113684,124199,69112,71578,81404,174015,96552,141214,180808,78596
111986,128997,96287,109477,134492,75372,71820,173005,101358,72574,82490,104919,149438,151503,108468,87324,123328,156776,113668,124207,69117,71568,81398,174055,96555,141235,180849,78615
111966,128996,96294,109471,134484,75381,71808,173041,101357,72550,82524,104922,149416,151487,108464,87320,123353,156790,113675,124187,69132,71570,81376,173980,96566,141229,180825,78631
111955,129002,96294,109475,134512,75364,71810,173078,101358,72568,82519,104920,149430,151499,108460,87323,123326,156787,113680,124178,69120,71570,81383,173997,96564,141182,180860,78612
111960,128972,96293,109482,134506,75365,71802,173038,101361,72574,82497,104925,149425,151492,108459,87313,123304,156800,113674,124175,69112,71567,81386,173983,96553,141178,180870,78618
111949,128962,96296,109479,134507,75367,71769,173029,101353,72564,82505,104956,149428,151499,108463,87322,123308,156888,113667,124203,69115,71564,81378,173989,96561,141186,180823,78616
111937,128962,96294,109471,134517,75355,71760,173002,101359,72567,82511,104983,149461,151520,108471,87329,123320,156899,113677,124198,69142,71567,81373,174015,96589,141212,180842,78578
111953,128988,96304,109490,134513,75364,71730,173032,101365,72567,82496,105020,149439,151508,108462,87333,123324,156955,113684,124216,69130,71572,81381,174030,96585,141193,180735,78560
111967,128981,96299,109490,134526,75362,71728,173026,101357,72560,82503,105025,149436,151520,108473,87320,123307,156965,113703,124217,69131,71578,81391,174058,96585,141229,180558,78543
111936,128989,96295,109505,134510,75364,71728,173078,101430,72567,82510,105110,149441,151509,108473,87321,123328,156976,113695,124212,69131,71576,81412,174061,96584,141238,180644,78542
111947,128999,96300,109503,134496,75424,71719,173117,101444,72569,82513,105136,149330,151502,108477,87311,123335,156988,113697,124218,69100,71567,81404,174109,96546,141253,180268,78552
111967,128996,96306,109512,134506,75430,71710,173076,101384,72567,82592,105068,149310,151505,108476,87313,123361,156996,113718,124220,69087,71564,81396,174056,96528,141252,180270,78541
111964,128996,96300,109524,134528,75372,71718,173150,101423,72625,82597,105100,149410,151517,108471,87318,123349,156996,113738,124211,69069,71570,81405,174043,96499,141257,180263,78535
111959,128991,96322,109570,134530,75403,71688,173076,101395,72634,82539,105103,149366,151534,108474,87315,123347,157025,113687,124223,69065,71564,81428,174059,96486,141270,180369,78552
111954,128990,96329,109525,134545,75372,71703,173027,101416,72582,82581,105087,149393,151521,108478,87310,123376,156982,113687,124230,69061,71562,81384,174019,96476,141314,180346,78555
111960,128976,96330,109531,134564,75377,71698,172989,101404,72606,82584,105068,149368,151524,108472,87319,123401,156991,113719,124236,69059,71554,81381,174022,96469,141253,180403,78534
111955,128975,96325,109556,134577,75361,71688,172944,101430,72593,82553,105103,149407,151544,108479,87312,123335,157024,113750,124229,69050,71549,81395,174019,96472,141261,180393,78538
111960,128973,96315,109572,134584,75375,71702,172916,101437,72603,82542,105102,149390,151566,108483,87302,123346,157000,113763,124231,69052,71541,81412,174038,96482,141293,180393,78545
111975,128974,96303,109571,134576,75386,71707,172870,101439,72590,82577,105093,149371,151556,108474,87306,123387,157009,113749,124230,69042,71540,81411,173983,96457,141331,180518,78569
111981,128992,96307,109563,134577,75388,71698,172957,101429,72601,82600,105087,149389,151577,108474,87312,123406,157037,113744,124227,69059,71536,81400,174021,96488,141350,180565,78577
111966,129006,96303,109552,134582,75376,71707,172635,101466,72602,82600,105111,149419,151594,108483,87303,123421,157020,113763,124220,69055,71548,81393,174029,96495,141328,180549,78561
111970,128997,96322,109595,134587,75403,71703,172647,101448,72594,82579,105097,149375,151604,108484,87303,123419,157014,113747,124225,69046,71552,81421,174028,96488,141315,180512,78563
111966,128996,96321,109577,134588,75387,71703,172510,101472,72585,82602,105129,149386,151589,108492,87313,123413,157030,113789,124226,69048,71551,81413,174014,96497,141344,180478,78587
111977,128973,96322,109619,134582,75409,71698,172597,101450,72608,82616,105113,149356,151592,108497,87319,123447,157037,113781,124244,69049,71544,81442,174002,96506,141325,180514,78573
112007,128977,96312,109600,134583,75392,71706,172567,101463,72609,82626,105109,149389,151595,108500,87323,123433,157026,113774,124250,69043,71539,81428,173994,96497,141397,180541,78599
111995,128993,96307,109588,134583,75402,71723,172576,101469,72626,82641,105098,149381,151606,108498,87327,123480,156992,113758,124254,69047,71548,81419,173945,96511,141393,180568,78597
112005,129012,96319,109585,134584,75404,71722,172503,101451,72613,82637,105073,149375,151610,108495,87315,123470,156988,113744,124298,69058,71535,81417,173956,96505,141394,180714,78607
112016,129027,96308,109558,134582,75392,71738,172575,101440,72614,82633,105035,149394,151595,108500,87312,123459,156966,113752,124283,69051,71534,81393,174002,96498,141424,180744,78602
111992,129055,96303,109562,134589,75381,71743,172531,101426,72615,82615,105016,149430,151619,108498,87301,123450,156968,113736,124284,69052,71537,81394,173960,96495,141390,180851,78602
111987,129054,96303,109545,134591,75369,71752,172524,101435,72610,82582,105025,149459,151630,108499,87277,123428,156948,113719,124286,69053,71542,81388,173974,96508,141398,180811,78609
111989,129062,96301,109529,134582,75382,71745,172474,101447,72590,82573,105055,149438,151620,108501,87284,123440,156965,113720,124287,69065,71536,81383,173942,96532,141378,180889,78606
111981,129063,96295,109523,134570,75397,71749,172572,101462,72576,82575,105057,149408,151611,108499,87284,123422,156966,113716,124281,69071,71544,81375,173982,96528,141356,180898,78587
111991,129065,96303,109528,134575,75406,71745,172608,101447,72588,82578,105053,149401,151624,108499,87284,123404,156955,113668,124281,69081,71568,81380,173945,96557,141357,180942,78589
112012,129066,96323,109504,134573,75394,71775,172633,101455,72602,82584,105025,149402,151600,108494,87286,123407,156888,113685,124320,69083,71566,81374,173937,96563,141348,180973,78586
111986,129055,96321,109519,134554,75411,71772,172569,101436,72606,82577,105019,149367,151578,108515,87290,123395,156883,113656,124360,69091,71533,81384,173968,96568,141334,181024,78602
111966,129068,96303,109468,134552,75401,71768,172524,101417,72605,82575,104973,149372,151565,108501,87283,123369,156902,113617,124315,69081,71549,81326,173895,96550,141402,180890,78606
111987,129115,96323,109453,134590,75362,71776,172531,101436,72633,82576,104981,149466,151621,108495,87277,123380,156879,113610,124325,69083,71551,81317,173945,96561,141308,180913,78569
111977,129094,96319,109443,134587,75379,71773,172541,101411,72619,82494,104961,149426,151613,108512,87235,123325,156906,113612,124315,69082,71571,81312,173988,96552,141273,180904,78567
111972,129077,96331,109458,134584,75362,71759,172634,101357,72569,82501,104945,149479,151622,108519,87259,123306,156910,113587,124335,69127,71577,81337,174046,96580,141258,180859,78555
111961,129073,96335,109439,134559,75334,71768,172715,101368,72601,82475,104950,149499,151566,108511,87268,123309,156905,113541,124337,69119,71615,81328,173950,96568,141281,180833,78549
111981,129078,96360,109420,134553,75350,71796,172708,101354,72583,82456,104921,149498,151579,108530,87281,123300,156841,113540,124351,69107,71612,81336,173889,96595,141250,180816,78548
111975,129073,96316,109370,134513,75357,71815,172673,101341,72564,82459,104921,149472,151535,108556,87261,123293,156882,113526,124362,69128,71627,81332,173838,96606,141209,180789,78566
111966,129057,96326,109368,134462,75376,71836,172727,101389,72581,82452,104953,149511,151552,108561,87272,123272,156808,113546,124346,69120,71616,81339,173852,96596,141217,180785,78549
111965,129127,96296,109352,134446,75422,71886,172874,101432,72606,82439,104943,149399,151513,108559,87286,123278,156767,113538,124287,69113,71630,81340,173796,96558,141182,180821,78575
111961,129093,96315,109368,134424,75466,71928,172921,101419,72594,82486,104861,149371,151548,108567,87282,123259,156647,113562,124301,69129,71623,81350,173715,96570,141143,180831,78616
111964,129081,96293,109365,134428,75455,71918,172817,101443,72645,82522,104917,149371,151529,108570,87293,123291,156704,113492,124282,69173,71681,81360,173847,96578,141147,180832,78671
111966,129063,96338,109355,134409,75485,71916,172855,101389,72666,82520,104900,149344,151540,108570,87338,123284,156665,113420,124335,69159,71716,81380,173884,96566,141156,180858,78660
111970,129071,96340,109282,134361,75471,71969,172945,101431,72667,82551,104910,149336,151447,108594,87330,123310,156552,113428,124374,69190,71703,81364,173742,96588,141137,180830,78650
111958,129066,96322,109266,134301,75534,71994,172932,101435,72681,82528,104887,149213,151378,108596,87345,123271,156489,113381,124353,69186,71703,81354,173593,96609,141082,180835,78656
111966,129105,96359,109266,134298,75539,71990,172757,101464,72700,82544,104879,149187,151362,108564,87329,123186,156365,113300,124370,69337,71750,81320,173587,96690,141071,180798,78671
111970,129110,96432,109272,134351,75531,71970,172467,101463,72762,82537,104899,149076,151297,108519,87301,123156,156334,113308,124433,69361,71701,81317,173631,96724,141028,180812,78668
111974,129075,96399,109240,134366,75524,71945,172467,101483,72753,82528,104917,149022,151240,108547,87290,123055,156346,113333,124335,69394,71685,81265,173672,96707,141004,180853,78650
111970,129042,96363,109226,134410,75514,71948,172468,101457,72775,82524,104903,149005,151251,108482,87241,123002,156368,113376,124303,69341,71682,81268,173738,96704,140899,180869,78598
111971,128988,96360,109266,134387,75506,71895,172498,101456,72822,82486,104975,149051,151262,108466,87219,122933,156494,113395,124252,69323,71681,81295,173796,96695,140895,180866,78594
111975,128999,96370,109292,134393,75502,71867,172619,101471,72786,82472,105020,149062,151269,108466,87236,122944,156501,113414,124199,69269,71660,81305,173835,96624,140892,180837,78562
111966,128951,96351,109288,134409,75503,71867,172680,101468,72755,82495,105009,149007,151230,108438,87247,122993,156541,113426,124216,69248,71688,81296,174031,96599,140853,180805,78550
111960,128884,96389,109345,134419,75496,71847,172713,101438,72748,82517,105007,149067,151287,108449,87282,122979,156556,113420,124302,69235,71677,81337,173995,96608,140900,180826,78549
111943,128928,96368,109315,134422,75473,71870,172854,101472,72757,82507,105015,149080,151265,108468,87297,123011,156553,113333,124285,69243,71720,81320,173986,96582,141010,180763,78569
111942,128963,96432,109300,134413,75503,71867,172793,101467,72735,82525,105007,149067,151296,108479,87291,123050,156520,113423,124331,69250,71658,81304,173861,96605,140984,180788,78571
111928,128976,96361,109306,134419,75495,71869,172823,101451,72742,82533,104977,149041,151268,108523,87249,123053,156584,113424,124310,69295,71641,81300,173908,96608,140928,180739,78558
111949,128939,96340,109286,134439,75473,71885,172734,101464,72754,82514,104969,149148,151349,108488,87269,123006,156574,113410,124230,69247,71650,81281,173875,96622,141016,180679,78565
111926,129012,96346,109279,134440,75484,71904,172802,101486,72795,82496,104966,149152,151372,108478,87273,123064,156541,113348,124296,69240,71676,81282,173921,96641,140926,180607,78561
111920,128955,96397,109275,134429,75505,71886,172743,101480,72720,82489,104968,149122,151376,108494,87259,123055,156502,113314,124292,69267,71696,81267,173859,96664,140984,180630,78582
111913,129018,96396,109243,134451,75486,71896,172812,101463,72714,82507,104968,149086,151325,108497,87307,123060,156487,113250,124263,69285,71692,81266,173812,96655,140902,180641,78560
111914,128949,96402,109188,134412,75496,71914,172776,101502,72738,82486,104975,149069,151287,108501,87276,122994,156439,113294,124277,69296,71687,81216,173803,96644,140829,180592,78550
111952,128917,96388,109216,134428,75517,71933,172693,101525,72759,82473,104972,149010,151292,108499,87279,122963,156378,113358,124303,69315,71659,81241,173828,96675,140762,180582,78525
111935,128922,96345,109229,134420,75538,71941,172693,101511,72769,82453,104953,148957,151264,108471,87302,122889,156406,113316,124284,69325,71663,81255,173843,96696,140848,180537,78569
111935,128968,96352,109196,134411,75533,71950,172694,101507,72793,82497,104933,149013,151301,108459,87291,122908,156431,113328,124246,69303,71670,81230,173808,96702,140905,180655,78588
111940,129005,96345,109198,134416,75526,71972,172706,101499,72803,82500,104909,149066,151351,108495,87251,122960,156423,113325,124208,69318,71630,81246,173819,96715,140809,180629,78574
111920,128956,96284,109126,134390,75534,71998,172699,101533,72765,82470,104917,149090,151362,108516,87252,122960,156409,113321,124213,69330,71630,81199,173819,96728,140782,180646,78598
111909,128927,96316,109160,134382,75565,71984,172693,101500,72765,82481,104866,149066,151390,108475,87310,122994,156381,113342,124265,69312,71630,81194,173795,96757,140785,180923,78576
111923,129013,96283,109143,134430,75516,71967,172732,101460,72767,82461,104886,149114,151392,108477,87352,122947,156467,113402,124283,69321,71654,81211,173774,96772,140835,180878,78583
111976,129024,96283,109198,134381,75512,71947,172697,101453,72753,82431,104945,149168,151382,108470,87317,122940,156549,113389,124298,69283,71661,81278,173776,96714,140884,180714,78554
111967,129088,96284,109190,134337,75531,71948,172677,101473,72729,82413,104968,149161,151367,108492,87282,122957,156537,113381,124292,69263,71687,81279,173706,96655,140972,180659,78572
111948,129102,96308,109207,134326,75551,71947,172671,101506,72699,82476,105016,149114,151348,108490,87263,123046,156517,113395,124326,69265,71667,81302,173741,96649,140952,180561,78567
111932,129093,96306,109218,134309,75586,71954,172528,101490,72718,82493,104971,149035,151308,108500,87272,123034,156507,113484,124275,69281,71639,81291,173712,96636,140980,180450,78578
111963,129099,96247,109237,134343,75556,71972,172561,101469,72738,82540,104939,149083,151340,108496,87277,123035,156576,113496,124290,69284,71610,81322,173686,96664,140938,180527,78591
111951,129048,96220,109218,134315,75556,71978,172503,101462,72786,82519,104909,149195,151423,108509,87262,123045,156564,113457,124290,69260,71645,81299,173723,96672,141066,180445,78627
111956,129145,96252,109217,134332,75543,71992,172494,101475,72758,82532,104920,149223,151444,108480,87292,123159,156493,113490,124306,69249,71623,81310,173715,96694,141085,180438,78620
111962,129181,96228,109223,134309,75563,72012,172551,101483,72713,82504,104892,149141,151378,108485,87291,123138,156485,113480,124296,69284,71631,81309,173684,96695,141054,180511,78634
111968,129153,96253,109243,134320,75564,72010,172524,101496,72679,82524,104894,149173,151422,108484,87269,123102,156471,113441,124294,69287,71663,81312,173669,96727,141082,180663,78659
111968,129174,96265,109216,134336,75565,72021,172472,101544,72722,82528,104962,149158,151423,108499,87260,123136,156435,113421,124314,69302,71679,81320,173625,96740,141071,180468,78672
111961,129138,96268,109200,134296,75625,72039,172452,101564,72706,82545,104974,149023,151363,108504,87266,123143,156370,113436,124349,69320,71692,81321,173696,96722,141045,180445,78665
111961,129147,96297,109249,134269,75652,72038,172464,101533,72724,82591,104932,148945,151312,108492,87280,123106,156306,113482,124395,69341,71673,81347,173685,96731,141058,180417,78674
111962,129175,96284,109277,134285,75619,72014,172562,101521,72793,82611,104940,148946,151267,108480,87269,123069,156367,113257,124341,69361,71870,81358,173702,96739,141126,180490,78707
111973,129185,96582,109392,134304,75600,71963,172537,101504,72822,82613,104966,148993,151294,108472,87233,123072,155932,113191,124573,69330,71884,81418,173690,96720,141123,180384,78702
111969,129145,96602,109355,134346,75566,71969,172587,101480,72814,82612,104930,148549,150815,108429,87193,123110,155912,113225,124674,69489,71858,81387,173714,96681,141097,180384,78727
111962,128986,96604,109394,134350,75545,71936,172604,101534,72784,82659,104990,148571,150810,108442,87224,122816,155943,113208,124668,69515,71862,81385,173715,96695,141135,180427,78709
111961,129065,96622,109399,134404,75554,71934,172603,101523,72970,82609,104967,148518,150833,108419,87031,122762,155918,113123,124627,69484,71916,81378,173577,96688,141175,180465,78700
111974,129056,96729,109435,134424,75536,71903,172582,101583,72971,82650,105041,148528,150829,108419,86967,122774,155804,113214,124767,69495,71906,81377,173604,96702,141106,180494,78701
111973,128991,96686,109477,134467,75555,71914,172365,101575,72983,82634,105044,148317,150705,108414,86952,122756,155852,113210,124733,69540,71881,81432,173696,96690,141162,180457,78694
111973,128997,96686,109471,134427,75571,71870,172328,101564,72979,82682,105060,148354,150728,108416,86985,122657,155931,113233,124677,69521,71847,81400,173611,96675,141234,180516,78734
111970,129015,96640,109441,134475,75537,71860,172425,101591,73076,82730,105104,148411,150767,108405,86878,122758,156042,113132,124730,69480,71894,81377,173645,96652,141165,180485,78684
111964,128954,96722,109436,134474,75556,71915,172351,101605,73060,82688,105024,148455,150849,108416,86904,122740,155814,113138,124739,69435,71874,81359,173671,96636,141253,180502,78650
111968,129073,96716,109439,134499,75554,71921,172356,101600,73029,82688,104980,148349,150769,108429,86938,122776,155816,113172,124761,69547,71864,81340,173690,96727,141140,180470,78705
111996,128975,96704,109454,134528,75535,71950,172356,101617,73012,82682,104959,148413,150826,108439,86909,122682,155731,113170,124778,69549,71866,81354,173621,96755,141174,180448,78715
111992,129004,96707,109454,134530,75546,71940,172241,101578,73071,82662,104931,148361,150800,108403,86910,122703,155758,113180,124811,69570,71825,81352,173641,96799,141232,180338,78759
111987,129037,96682,109435,134532,75516,71943,172215,101609,73047,82686,104926,148427,150807,108412,86903,122700,155804,113127,124757,69566,71864,81313,173668,96787,141266,180395,78748
111980,129068,96739,109453,134573,75515,71928,172205,101587,73049,82653,104919,148475,150900,108417,86864,122705,155717,113156,124812,69546,71846,81322,173689,96815,141216,180381,78736
111962,129047,96716,109453,134578,75495,71947,172230,101627,73022,82638,104929,148404,150793,108400,86850,122721,155734,113132,124822,69564,71855,81322,173658,96830,141216,180366,78733
111949,129026,96711,109425,134581,75523,71961,172219,101634,73002,82627,104942,148404,150851,108415,86891,122648,155697,113148,124821,69584,71833,81313,173810,96831,141261,180287,78754
111973,129065,96681,109406,134557,75544,71971,172173,101647,73025,82658,104936,148356,150816,108404,86840,122694,155727,113147,124800,69573,71821,81301,173873,96845,141230,179927,78748
111975,129070,96668,109388,134554,75553,71957,172358,101653,73036,82659,104962,148388,150868,108409,86842,122655,155814,113171,124758,69549,71814,81287,173854,96829,141227,180051,78747
111983,129091,96656,109400,134558,75557,71951,172448,101638,73053,82657,104961,148434,150926,108431,86836,122678,155879,113194,124804,69536,71807,81296,173722,96817,141177,180106,78719
111974,129067,96648,109414,134556,75546,71946,172484,101641,73039,82647,104965,148508,150976,108456,86853,122701,155900,113204,124755,69524,71834,81306,173754,96814,141260,180205,78721
111974,129127,96671,109448,134558,75548,71925,172421,101627,73033,82645,105004,148514,150992,108455,86901,122757,155905,113188,124773,69518,71861,81343,173810,96769,141233,180047,78726
111958,129087,96698,109461,134540,75547,71900,172405,101615,73014,82658,105035,148465,150919,108444,86889,122782,155918,113225,124802,69515,71841,81361,173762,96726,141266,180034,78728
111960,129075,96650,109448,134528,75545,71910,172462,101612,73009,82684,105033,148441,150875,108451,86924,122781,155966,113181,124755,69491,71876,81364,173856,96722,141278,179973,78711
111938,129073,96687,109444,134502,75557,71909,172377,101607,73026,82690,105042,148482,150911,108449,86903,122769,155912,113226,124803,69518,71860,81373,173790,96709,141273,179920,78709
111944,129085,96658,109456,134484,75564,71899,172515,101588,73043,82692,105047,148417,150839,108450,86887,122807,155929,113190,124732,69486,71862,81389,173869,96688,141273,179980,78708
111941,129086,96647,109409,134470,75556,71911,172401,101571,73020,82698,105028,148425,150819,108416,86917,122763,155937,113251,124759,69489,71828,81365,173881,96689,141250,180044,78704
111933,129050,96598,109411,134453,75554,71928,172389,101608,73055,82699,105042,148460,150829,108423,86886,122772,155985,113256,124717,69470,71804,81369,173892,96708,141236,180086,78683
111936,129092,96595,109409,134450,75587,71948,172352,101649,73025,82661,105036,148487,150912,108428,86906,122741,155974,113273,124720,69487,71749,81344,173964,96756,141264,180140,78703
111938,129115,96585,109418,134485,75599,71937,172314,101680,73018,82694,105001,148483,150971,108443,86896,122814,155986,113249,124681,69472,71738,81296,173935,96817,141271,180180,78723
111937,129125,96555,109359,134582,75564,71960,172300,101673,73005,82708,104978,148547,151075,108429,86928,122834,155971,113242,124635,69470,71744,81266,173562,96830,141251,180188,78718
111947,129095,96556,109355,134557,75573,71940,172275,101633,73015,82676,104968,148562,151082,108417,86937,122837,155998,113262,124643,69455,71739,81272,173603,96798,141165,180157,78702
111928,129087,96536,109350,134550,75547,71947,172034,101618,72975,82643,104961,148600,151061,108413,86952,122798,156011,113308,124642,69446,71736,81275,173540,96793,141168,180271,78677
111920,129097,96510,109365,134530,75546,71950,172059,101608,72960,82609,104973,148623,151064,108407,86977,122781,156016,113255,124623,69428,71782,81312,173513,96773,141190,180315,78681
111922,129121,96541,109352,134497,75556,71964,171888,101585,72936,82607,104966,148612,151035,108381,86964,122798,155984,113271,124753,69462,71788,81323,173608,96760,141227,180316,78695
111898,129136,96499,109318,134459,75563,71978,171689,101538,72922,82630,104947,148594,150983,108410,86961,122823,156033,113338,124791,69449,71791,81337,173587,96733,141307,180333,78695
111948,129230,96511,109395,134388,75565,71915,171753,101521,72912,82625,105010,148673,150992,108426,86957,122798,156144,113307,124806,69397,71840,81388,173548,96656,141366,180411,78691
111958,129322,96585,109450,134399,75547,71869,171766,101484,72942,82605,105035,148680,150976,108420,86890,122831,156157,113301,124826,69406,71789,81422,173602,96602,141472,180365,78679
111952,129325,96531,109383,134409,75514,71909,171687,101531,72913,82641,105008,148659,150903,108441,86877,122896,156120,113408,124780,69406,71819,81360,173569,96670,141457,180270,78667
111952,129244,96583,109546,134429,75539,71886,171728,101515,72905,82647,105009,148665,150982,108422,86860,122889,156096,113421,124828,69421,71806,81472,173562,96653,141397,180533,78663
111948,129269,96553,109523,134445,75518,71904,171780,101515,72930,82625,105001,148636,150924,108427,86864,122859,156123,113436,124813,69414,71815,81466,173656,96660,141584,180490,78756
111948,129248,96547,109533,134428,75525,71925,171659,101544,72912,82723,105012,148676,150965,108436,86877,122980,156101,113524,124864,69432,71836,81486,173674,96676,141583,180590,78757
111951,129281,96554,109624,134409,75558,71919,171652,101558,72930,82715,105064,148640,150971,108448,86850,123002,156117,113503,124866,69430,71799,81574,173732,96645,141659,180639,78788
111937,129334,96541,109587,134376,75588,71943,171675,101602,72915,82760,105042,148586,150936,108455,86863,123038,156066,113500,124884,69442,71794,81519,173558,96708,141769,180600,78846
111932,129329,96527,109572,134421,75596,71939,171673,101609,72944,82859,105051,148565,150985,108442,86842,123140,156120,113608,124817,69431,71693,81511,173561,96698,141766,180570,78847
111959,129366,96389,109519,134413,75604,71930,171547,101577,72976,82842,105039,148601,151023,108461,86848,123101,156416,113685,124765,69322,71633,81472,173556,96686,141689,180376,78832
111958,129315,96305,109498,134412,75584,71946,171642,101575,72973,82840,105019,148907,151287,108494,86821,123120,156459,113631,124662,69279,71673,81457,173489,96705,141761,180346,78784
111946,129448,96352,109497,134409,75582,71945,171641,101567,72971,82774,105017,148974,151355,108453,86881,123279,156451,113607,124758,69309,71665,81466,173643,96693,141738,180411,78784
111938,129449,96377,109503,134393,75584,71947,171538,101593,72845,82760,105003,148965,151331,108497,86948,123312,156462,113549,124814,69330,71694,81439,173674,96735,141785,180490,78784
111906,129490,96394,109468,134446,75574,71958,171558,101585,72782,82758,105003,149001,151408,108539,86990,123305,156458,113599,124843,69354,71653,81430,173598,96727,141817,180564,78792
111907,129512,96350,109465,134418,75584,71981,171572,101610,72818,82753,104987,148995,151394,108572,86954,123325,156417,113554,124768,69341,71645,81420,173685,96766,141777,180590,78778
111910,129520,96371,109445,134430,75598,71998,171600,101686,72828,82738,105001,148975,151411,108524,86950,123299,156356,113531,124742,69375,71604,81380,173713,96822,141753,180633,78801
111935,129502,96367,109417,134474,75628,71997,171658,101764,72853,82749,105032,148895,151441,108535,86955,123297,156378,113495,124783,69372,71437,81318,173809,96872,141668,180578,78804
111928,129445,96358,109373,134545,75646,71967,171667,101895,72830,82768,104971,148875,151536,108543,86967,123262,156447,113510,124820,69337,71345,81100,173742,97049,141685,180643,78784
